[2020-09-05 18:42:23 RayTracerMainProgram.py:859 -             <module>() ] 3.6.9 |Intel Corporation| (default, Sep 11 2019, 16:40:08) 
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005041
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.004817
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004684
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000102
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002187
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001688
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000107
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001376
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000098
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000942
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000625
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000091
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000625
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000484
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000478
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000474
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:27 Rays.py:567 -       mesh_singleray() ] time to ray loop 0.266637
[2020-09-05 18:42:27 Rays.py:587 -       mesh_singleray() ] time doing double check 0.001399
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.019023
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.088387
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.019724
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.054094
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.015674
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.015721
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.040511
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.013703
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.004561
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.008525
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.006990
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000099
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.007462
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.029885
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005594
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000104
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005328
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005340
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000106
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005998
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.024583
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004752
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005021
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.003224
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004670
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000107
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002171
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001692
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000106
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001382
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000097
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000947
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000619
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000628
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000484
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000482
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000470
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:28 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.407316
[2020-09-05 18:42:28 Rays.py:587 -       mesh_singleray() ] time doing double check 0.001400
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.018867
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.088320
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.019780
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.052428
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.015605
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000108
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.015562
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.040514
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.013721
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.004568
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.008606
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.006958
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000098
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.007469
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.029851
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005656
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000108
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005361
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005346
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000107
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005957
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.024521
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004784
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000102
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005070
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.003247
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004697
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000102
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002204
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001691
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000110
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001377
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000098
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000941
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000098
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000620
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000617
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000484
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000478
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000476
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:28 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.405451
[2020-09-05 18:42:28 Rays.py:587 -       mesh_singleray() ] time doing double check 0.001396
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.019116
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.088271
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.019774
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.052371
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.015612
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000103
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.015631
[2020-09-05 18:42:28 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.040424
[2020-09-05 18:42:28 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.013690
